Titulo,Acervo[Nome],Acervo[Autor],Acervo[Data],Acervo[Origem],Acervo[Material],Acervo[Descricao],Acervo[Dimensoes],Acervo[Nucleo],Acervo[Classificacao],Acervo[imagem],Acervo[thumb],Acervo[categorias]
M-0630,[[recipiente ritual]],[[Autor desconhecido]],[[Século XVIII]],[[China]],Bronze.,Sem descrição,"16 x 12,9 x 11,6 cm",[[Arte Oriental]],[[Classificação]]/[[Objetos Cerimoniais ]]/[[ Objetos de Culto]],Imagem:M0630.jpg,[[Imagem:M0630.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/China]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Oriental]][[Categoria:Classificação/Objetos Cerimoniais / Objetos de Culto]]
M-0631,[[porta-isqueiro]],[[Wedgwood]],[[Século XX]],[[Inglaterra]],porcelana pintada em cor verde com alto-relevo;metal prateado.,Decorada com esgrafias laterais. Isqueiro Rowsow Trademark acoplado.,"4,5 x 6,9 x 5,7 ap. Isqueiro: 6,5 h.",[[Núcleo desconhecido]],[[Classificação]]/[[Objetos Pessoais ]]/[[ Artigo de Tabagísmo]],Imagem:M0631.jpg,[[Imagem:M0631.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Wedgwood]][[Categoria:Origem/Inglaterra]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Núcleo desconhecido]][[Categoria:Classificação/Objetos Pessoais / Artigo de Tabagísmo]]
M-0632,[[Dragão]],[[Autor desconhecido]],[[Século XVII]]/[[Ming]],[[China]],"Bronze. ",Cabeça inclinada à direita. Influência de arte estrangeira.,"15,4 x 8,3 x 14,6 cm ap.",[[Arte Oriental]],[[Classificação]]/[[Artes Visuais ]]/[[ Escultura Religiosa]],Imagem:M0632.jpg,[[Imagem:M0632.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/China]][[Categoria:Data/Século XVII/Ming]][[Categoria:Núcleo/Arte Oriental]][[Categoria:Classificação/Artes Visuais / Escultura Religiosa]]
M-0633,[[Dragão]],[[Autor desconhecido]],[[Século XVII]]/[[Ming]],[[China]],"Bronze. ",Cabeça inclinada à esquerda. Influência de arte estrangeira.,"15,1 x 10 x 16,9 cm ap.",[[Arte Oriental]],[[Classificação]]/[[Artes Visuais ]]/[[ Escultura Religiosa]],Imagem:M0633.jpg,[[Imagem:M0633.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/China]][[Categoria:Data/Século XVII/Ming]][[Categoria:Núcleo/Arte Oriental]][[Categoria:Classificação/Artes Visuais / Escultura Religiosa]]
M-0634,[[taça]],[[Autor desconhecido]],[[Século XIX]],[[China]],Jade espinafre,Sem descrição,"12, 7 x 13 cm d  (na borda)",[[Arte Oriental]],[[Classificação]]/[[Embalagens\Recipientes]],Imagem:M0634.jpg,[[Imagem:M0634.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/China]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Oriental]][[Categoria:Classificação/Embalagens\Recipientes]]
M-0635,[[taça]],[[Autor desconhecido]],[[Século XIX]],[[China]],Jade espinafre,Sem descrição,"12,7 x 12,9 cm d (na borda)",[[Arte Oriental]],[[Classificação]]/[[Embalagens\Recipientes]],Imagem:M0635.jpg,[[Imagem:M0635.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/China]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Oriental]][[Categoria:Classificação/Embalagens\Recipientes]]
M-0636,[[caixa para fumo]],[[Autor desconhecido]],[[Século XVIII Quianlong (1736-1795)]],[[China]],Laca esculpida; metal dourado.,Sem descrição,"6,2 x 15,5 x 11",[[Arte Oriental]],[[Classificação]]/[[Objetos Pessoais ]]/[[ Artigo de Tabagísmo]],Imagem:M0636.jpg,[[Imagem:M0636.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/China]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Oriental]][[Categoria:Classificação/Objetos Pessoais / Artigo de Tabagísmo]]
M-0637,[[Incensário]],[[Autor desconhecido]],[[Século VII\IX]]/[[Tang]],[[China]],Bronze,Em forma de pato.,"49 x 35 x 20,6 cm ap.",[[Arte Oriental]],[[Classificação]]/[[Objetos Cerimoniais ]]/[[ Objetos de Culto]],Imagem:M0637.jpg,[[Imagem:M0637.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/China]][[Categoria:Data/Século VII\IX/Tang]][[Categoria:Núcleo/Arte Oriental]][[Categoria:Classificação/Objetos Cerimoniais / Objetos de Culto]]
M-0638,[[mesa]],[[Autor desconhecido]],[[Século XVIII]],[[Brasil]]/[[Maranhão]],madeira cerejeira entalhada e encerada.,"Formato octogonal, usada como mesa de centro. Três placas laterais são posteriores.","135,5 x 123,0 x 49,0 cm",[[Mobiliário Brasileiro]],[[Classificação]]/[[Interiores ]]/[[ Peças de Mobiliário]],Imagem:M0638.jpg,[[Imagem:M0638.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/Brasil/Maranhão]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Mobiliário Brasileiro]][[Categoria:Classificação/Interiores / Peças de Mobiliário]]
M-0639,[[escrivaninha]],[[Autor desconhecido]],[[Século XIX]],[[Itália]],madeira encerada.,Com pés em forma de lira.,"Fechada: 117,5 x 66 x 84,2 cm",[[Mobiliário Europeu]],[[Classificação]]/[[Interiores ]]/[[ Peças de Mobiliário]],Imagem:M0639.jpg,[[Imagem:M0639.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/Itália]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Mobiliário Europeu]][[Categoria:Classificação/Interiores / Peças de Mobiliário]]
M-0640,[[jue - recipiente para aquecimento de vinho ritual]],[[Autor desconhecido]],[[c.Século XIV a.C. - SHANG]]/[[ período ANYANG]],[[China]],Bronze,Sem descrição,"23,2 x 17,3 x 10,5 cm aprox.",[[Arte Oriental]],[[Classificação]]/[[Objetos Cerimoniais ]]/[[ Objetos de Culto]],Imagem:M0640.jpg,[[Imagem:M0640.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/China]][[Categoria:Data/c.Século XIV a.C. - SHANG/ período ANYANG]][[Categoria:Núcleo/Arte Oriental]][[Categoria:Classificação/Objetos Cerimoniais / Objetos de Culto]]
M-0641,[[ding - recipiente  trípode]],[[Autor desconhecido]],[[Século XIII\XII a.C.]]/[[Shang]],[[China]],Bronze.,Pés em forma de espátula.,"33,7 h x 25,2 cm d. na borda",[[Arte Oriental]],[[Classificação]]/[[Objetos Cerimoniais ]]/[[ Objetos de Culto]],Imagem:M0641.jpg,[[Imagem:M0641.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/China]][[Categoria:Data/Século XIII\XII a.C./Shang]][[Categoria:Núcleo/Arte Oriental]][[Categoria:Classificação/Objetos Cerimoniais / Objetos de Culto]]
M-0642,"[[charrete, passageiro e ajudante ]]",[[Autor desconhecido]],[[Século XX]],[[China]],"Granito com restos de policromia. ",Estilo Han,"33,5 x 56,2 x 4,2 cm ap. ",[[Arte Oriental]],[[Classificação]]/[[Artes Visuais ]]/[[ Escultura]],Imagem:M0642.jpg,[[Imagem:M0642.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/China]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Oriental]][[Categoria:Classificação/Artes Visuais / Escultura]]
M-0643,[[cachepô]],[[Autor desconhecido]],[[Século XX]],[[China]],Porcelana grés celadon verde,Em forma de incensário. Com três pés.,"25,6 d. x 22 cm",[[Arte Oriental]],[[Classificação]]/[[Interiores ]]/[[ Acessórios de Interiores]],Imagem:M0643.jpg,[[Imagem:M0643.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/China]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Oriental]][[Categoria:Classificação/Interiores / Acessórios de Interiores]]
M-0644,[[you - Vaso ritualpara bebidas alcóolicas]],[[Autor desconhecido]],[[c.Século XI a.C. SHANG]],[[China]],Bronze,Sem descrição,"24,4 x 22,5 x 15,4 cm ap.",[[Arte Oriental]],[[Classificação]]/[[Objetos Cerimoniais ]]/[[ Objetos de Culto]],Imagem:M0644.jpg,[[Imagem:M0644.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/China]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Oriental]][[Categoria:Classificação/Objetos Cerimoniais / Objetos de Culto]]
M-0645,[[Figura femimina \ Tanagra]],[[Autor desconhecido]],[[Século XIX]],[[Europa]],terracota com resíduos de policromia,"Cópia realizada no Século XIX, período napoleônico.","15,7  x 10,9 x 7,2 cm",[[Antiguidade Clássica]],[[Classificação]]/[[Artes Visuais ]]/[[ Escultura]],Imagem:M0645.jpg,[[Imagem:M0645.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/Europa]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Antiguidade Clássica]][[Categoria:Classificação/Artes Visuais / Escultura]]
M-0646,[[espelho de cabo]],[[Autor desconhecido]],[[Século IV a.C.(?)]],[[Etrúria(?)]],Bronze,Provável composição de duas peças de épocas distintas,"34,3 x 15,5 cm  d  (5,2 cm na base do cabo)",[[Antiguidade Clássica]],[[Classificação]]/[[Objetos Pessoais ]]/[[ Artigo de Toalete]],Imagem:M0646.jpg,[[Imagem:M0646.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/Etrúria(?)]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Antiguidade Clássica]][[Categoria:Classificação/Objetos Pessoais / Artigo de Toalete]]
M-0647,[[console]],[[Autor desconhecido]],[[Século XX]],[[China]],Madeira recortada e envernizada.,Tampo retangular.,"184,5 x 43,5 x 79,5 cm ap.",[[Arte Oriental]],[[Classificação]]/[[Interiores ]]/[[ Peças de Mobiliário]],Imagem:M0647.jpg,[[Imagem:M0647.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/China]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Oriental]][[Categoria:Classificação/Interiores / Peças de Mobiliário]]
M-0648,[[recipiente para óleo]],[[Autor desconhecido]],[[Século IX a.C.(?)]],[[Fenícia(?)]],barro cozido?,Sem descrição,"5,0 x 11, x 7,0 ap.",[[Antiguidade Clássica]],[[Classificação]]/[[Objetos Cerimoniais ]]/[[ Objetos de Culto]],Imagem:M0648.jpg,[[Imagem:M0648.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/Fenícia(?)]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Antiguidade Clássica]][[Categoria:Classificação/Objetos Cerimoniais / Objetos de Culto]]
M-0649,[[mesa de jogo]],[[Autor desconhecido]],[[Século XIX]],[[Holanda]],"Madeira com marchetaria, envernizada.","Cinco peças (M-0649 a M-0652, M-0288). De abrir, com ambos os lados do tampo decorados com marchetaria.","Fechada: 74,3 x 37,2 x 77,5 cm          Aberta: 74,3 x 74,3 cm",[[Mobiliário Europeu]],[[Classificação]]/[[Interiores ]]/[[ Peças de Mobiliário]],Imagem:M0649.jpg,[[Imagem:M0649.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/Holanda]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Mobiliário Europeu]][[Categoria:Classificação/Interiores / Peças de Mobiliário]]
M-0650,[[cadeira de braços]],[[Autor desconhecido]],[[Século XIX]],[[Holanda]],Madeira com marchetaria; tecido de seda,"Cinco peças (M-0649 a M-0652, M-0288). ","56,9 x 61,5 x 90,0",[[Mobiliário Europeu]],[[Classificação]]/[[Interiores ]]/[[ Peças de Mobiliário]],Imagem:M0650.jpg,[[Imagem:M0650.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/Holanda]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Mobiliário Europeu]][[Categoria:Classificação/Interiores / Peças de Mobiliário]]
M-0651,[[cadeira]],[[Autor desconhecido]],[[Século XIX]],[[Holanda]],"Madeira com marchetaria, envernizada; tecido","Cinco peças (M-0649 a M-0652, M-0288).","46,5 x 51,9 x 86,0",[[Mobiliário Europeu]],[[Classificação]]/[[Interiores ]]/[[ Peças de Mobiliário]],Imagem:M0651.jpg,[[Imagem:M0651.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/Holanda]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Mobiliário Europeu]][[Categoria:Classificação/Interiores / Peças de Mobiliário]]
M-0652,[[Cadeira]],[[Autor desconhecido]],[[Século XIX]],[[Holanda]],Madeira com marchetaria; tecido,"Cinco peças (M-0649 a M-0652, M-0288). ","45,9 x 50,5 x 85,5",[[Mobiliário Europeu]],[[Classificação]]/[[Interiores ]]/[[ Peças de Mobiliário]],Imagem:M0652.jpg,[[Imagem:M0652.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/Holanda]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Mobiliário Europeu]][[Categoria:Classificação/Interiores / Peças de Mobiliário]]
M-0653,[[Lareira (frontão)]],[[Autor desconhecido]],[[Século XIX]],[[França]],Mármore rosa esculpido.,Estilo Luis XV. Decorada com frisos e motivo de concha.,"107,4 x 168,0 x 16,8",[[Núcleo desconhecido]],[[Classificação]]/[[Interiores ]]/[[ Condicionadores de Temperatura]],Imagem:M0653.jpg,[[Imagem:M0653.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/França]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Núcleo desconhecido]][[Categoria:Classificação/Interiores / Condicionadores de Temperatura]]
M-0654,[[anjo]],[[Autor desconhecido]],[[Século XVIII]],[[Itália]],madeira natural? entalhada.,Mão direita elevada.,"117,0 x 75,0 x 40,0 cm ap.",[[Núcleo desconhecido]],[[Classificação]]/[[Artes Visuais ]]/[[ Escultura Religiosa]],Imagem:M0654.jpg,[[Imagem:M0654.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/Itália]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Núcleo desconhecido]][[Categoria:Classificação/Artes Visuais / Escultura Religiosa]]
"M-0655 ",[[anjo]],[[Autor desconhecido]],[[Século XVIII]],[[Itália]],Madeira natural entalhada.,Mão esquerda elevada.,"120,0 x 85,0 x 54,0 cm",[[Núcleo desconhecido]],[[Classificação]]/[[Artes Visuais ]]/[[ Escultura Religiosa]],Imagem:M0655 .jpg,[[Imagem:M0655 .jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/Itália]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Núcleo desconhecido]][[Categoria:Classificação/Artes Visuais / Escultura Religiosa]]
M-0656,[[figura de guardião - lokapala]],[[Autor desconhecido]],[[Século VIII]]/[[Tang]],[[China]],Cerâmica em três cores.,Peça ôca. Cabeça e mãos em cerâmica natural.,"78,3 x 32,5 x 16,5 cm ap.",[[Arte Oriental]],[[Classificação]]/[[Artes Visuais ]]/[[ Escultura Religiosa]],Imagem:M0656.jpg,[[Imagem:M0656.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/China]][[Categoria:Data/Século VIII/Tang]][[Categoria:Núcleo/Arte Oriental]][[Categoria:Classificação/Artes Visuais / Escultura Religiosa]]
M-0657,[[figura de guardião - lokapala]],[[Autor desconhecido]],[[Século VIII]]/[[Tang]],[[China]],Cerâmica em três cores.,Sem descrição,"73,9 x 37,4 x 15,0 cm ap.",[[Arte Oriental]],[[Classificação]]/[[Artes Visuais ]]/[[ Escultura Religiosa]],Imagem:M0657.jpg,[[Imagem:M0657.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/China]][[Categoria:Data/Século VIII/Tang]][[Categoria:Núcleo/Arte Oriental]][[Categoria:Classificação/Artes Visuais / Escultura Religiosa]]
M-0658,[[banco de igreja]],[[Autor desconhecido]],[[Século XIV]],[[França]],Madeira entalhada e policromada.,Decorada com flores-de-liz. Banco com tampo de abrir.,"344,0 x 57,0 x 282,7 cm ap.",[[Mobiliário Europeu]],[[Classificação]]/[[Interiores ]]/[[ Peças de Mobiliário]],Imagem:M0658.jpg,[[Imagem:M0658.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/França]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Mobiliário Europeu]][[Categoria:Classificação/Interiores / Peças de Mobiliário]]
M-0659,[[Cavaleiro]],[[Autor desconhecido]],[[Século XVII]]/[[Ming]],[[China]],Cerâmica pintada a frio.,Peça oca,"20,0 x 33,4 x 10,0 ap.",[[Arte Oriental]],[[Classificação]]/[[Artes Visuais ]]/[[ Escultura]],Imagem:M0659.jpg,[[Imagem:M0659.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/China]][[Categoria:Data/Século XVII/Ming]][[Categoria:Núcleo/Arte Oriental]][[Categoria:Classificação/Artes Visuais / Escultura]]
M-0660,[[biombo de mesa]],[[Autor desconhecido]],[[Século XIX\XX]],[[China]],Cerâmica pintada em azul.,Sem descrição,"28,0 d x 0,6cm - com suporte: 48,0 x 28,0 x 17,5cm",[[Arte Oriental]],[[Classificação]]/[[Artes Visuais ]]/[[ Escultura]],Imagem:M0660.jpg,[[Imagem:M0660.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/China]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Oriental]][[Categoria:Classificação/Artes Visuais / Escultura]]
M-0661,[[cavalo]],[[Autor desconhecido]],[[Século XX]],[[China]],Cerâmica pintada a frio.,Peça oca.,"27,7 x 29,0 x 15,8",[[Arte Oriental]],[[Classificação]]/[[Artes Visuais ]]/[[ Escultura]],Imagem:M0661.jpg,[[Imagem:M0661.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/China]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Oriental]][[Categoria:Classificação/Artes Visuais / Escultura]]
M-0662,[[candelabro de parede]],[[Autor desconhecido]],[[Século XIX]],[[França]],Bronze dourado.,Para três velas.,"43,7 x 29,0 x 22,0 cm",[[Núcleo desconhecido]],[[Classificação]]/[[Interiores ]]/[[ Objetos de Iluminação]],Imagem:M0662.jpg,[[Imagem:M0662.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/França]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Núcleo desconhecido]][[Categoria:Classificação/Interiores / Objetos de Iluminação]]
M-0663,[[candelabro de parede]],[[Autor desconhecido]],[[Século XIX]],[[França]],Bronze dourado.,Para três velas.,"44,3 x 30,8 x 25,0 cm",[[Núcleo desconhecido]],[[Classificação]]/[[Interiores ]]/[[ Objetos de Iluminação]],Imagem:M0663.jpg,[[Imagem:M0663.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/França]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Núcleo desconhecido]][[Categoria:Classificação/Interiores / Objetos de Iluminação]]
M-0664,[[prato]],[[Autor desconhecido]],[[Século XIX]],[[China]],porcelana pintada em azul cobalto.,Sem descrição,"29,9 d. x 4,5",[[Arte Oriental]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M0664.jpg,[[Imagem:M0664.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/China]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Oriental]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-0665,[[Prato]],[[Autor desconhecido]],[[Século XIX]],[[China]],Porcelana pintada em azul cobalto,Sem descrição,"29,3 d. x 4,8",[[Arte Oriental]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M0665.jpg,[[Imagem:M0665.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/China]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Oriental]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-0666,[[Cão de fo]],[[Autor desconhecido]],[[Século XVIII]],[[China]],"Cerâmica pintada em azul cobalto, vidrada",Sem descrição,"13,2 x 26,7 x 18,1 cm",[[Arte Oriental]],[[Classificação]]/[[Artes Visuais ]]/[[ Escultura Religiosa]],Imagem:M0666.jpg,[[Imagem:M0666.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/China]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Oriental]][[Categoria:Classificação/Artes Visuais / Escultura Religiosa]]
M-0667,[[recipiente]],[[Autor desconhecido]],[[Século XVII]],[[Pérsia]],cerâmica policromada.,"Fundo em cor azul, decorado com motivos geométricos.","28,4 x 21,5cm d. (no corpo). Com suporte: 32h.",[[Arte Oriental]],[[Classificação]]/[[Embalagens\Recipientes?]],Imagem:M0667.jpg,[[Imagem:M0667.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/Pérsia]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Oriental]][[Categoria:Classificação/Embalagens\Recipientes?]]
M-0668,[[GRUTA TAOíSTA COM DIVINDADES. MODELO DE ]],[[Autor desconhecido]],[[Século XVIII]],[[China]],"Porcelana policromada, cores azul cobalto e espinafre",Sem descrição,"35,0 x 17,6 x 13,2cm (com pedestal)",[[Arte Oriental]],[[Classificação]]/[[Artes Visuais ]]/[[ Escultura Religiosa]],Imagem:M0668.jpg,[[Imagem:M0668.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/China]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Oriental]][[Categoria:Classificação/Artes Visuais / Escultura Religiosa]]
M-0669,[[candelabro \ lustre]],[[Autor desconhecido]],[[Século XIX]],[[França]],Bronze dourado.,Para oito velas. Adaptado para luz elétrica.,Não averiguado.,[[Núcleo desconhecido]],[[Classificação]]/[[Interiores ]]/[[ Objetos de Iluminação]],Imagem:M0669.jpg,[[Imagem:M0669.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/França]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Núcleo desconhecido]][[Categoria:Classificação/Interiores / Objetos de Iluminação]]
M-0670,[[vaso]],[[Autor desconhecido]],[[Século XVIII]],[[França]],Cerâmica pintada e vidrada. Fundo em vermelho profundo.,Par (M-0671). Adaptado para abajur.,Dimensões desconhecidas,[[Núcleo desconhecido]],[[Classificação]]/[[Interiores ]]/[[ Acessórios de Interiores]],Imagem:M0670.jpg,[[Imagem:M0670.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/França]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Núcleo desconhecido]][[Categoria:Classificação/Interiores / Acessórios de Interiores]]
M-0671,[[vaso]],[[Autor desconhecido]],[[Século XVIII]],[[França]],"cerâmica, pintada e vidrada. Fundo em vermelho profundo.",Par (M-0670). Adaptado para abajur.,Dimensões desconhecidas,[[Núcleo desconhecido]],[[Classificação]]/[[Interiores ]]/[[ Acessórios de Interiores]],Imagem:M0671.jpg,[[Imagem:M0671.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/França]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Núcleo desconhecido]][[Categoria:Classificação/Interiores / Acessórios de Interiores]]
M-0672,[[lustre]],[[Autor desconhecido]],[[Século XIX]],[[França]],Bronze dourado; ferro?; cristais lapidados,"Para doze velas. Adaptado para luz elétrica. Estilo Luis XVI, com cristais transparentes e em cor lilás lapidados em forma de flor ou frutos suspensos por arame.",Dimensões desconhecidas,[[Núcleo desconhecido]],[[Classificação]]/[[Interiores ]]/[[ Objetos de Iluminação]],Imagem:M0672.jpg,[[Imagem:M0672.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/França]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Núcleo desconhecido]][[Categoria:Classificação/Interiores / Objetos de Iluminação]]
M-0673,[[lampadário]],[[Autor desconhecido]],[[Século XVIII]],[[Brasil]],Prata.,Sem descrição,Dimensões desconhecidas,[[Prataria - Exposição]],[[Classificação]]/[[Interiores ]]/[[ Objetos de Iluminação]],Imagem:M0673.jpg,[[Imagem:M0673.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/Brasil]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Prataria - Exposição]][[Categoria:Classificação/Interiores / Objetos de Iluminação]]
M-0674,[[lustre]],[[Autor desconhecido]],[[Século XIX]],[[França]],Bronze dourado.,Para dezoito velas.,Dimensões desconhecidas,[[Núcleo desconhecido]],[[Classificação]]/[[Interiores ]]/[[ Objetos de Iluminação]],Imagem:M0674.jpg,[[Imagem:M0674.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/França]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Núcleo desconhecido]][[Categoria:Classificação/Interiores / Objetos de Iluminação]]
