Titulo,Acervo[Nome],Acervo[Autor],Acervo[Data],Acervo[Origem],Acervo[Material],Acervo[Descricao],Acervo[Dimensoes],Acervo[Nucleo],Acervo[Classificacao],Acervo[imagem],Acervo[thumb],Acervo[categorias]
M-0636,[[Título::caixa para fumo]],[[Autoria de::Autor desconhecido]],[[Datação::Século XVIII Quianlong (1736-1795)]],[[Origem::China]],[[Material::Laca esculpida; metal dourado.]],[[Descrição::Sem descrição]],"[[Dimensões::6,2 x 15,5 x 11]]",[[Núcleo::Arte Oriental]],[[Classificação]]/[[Classificação::Objetos Pessoais ]]/[[SubClassificação:: Artigo de Tabagísmo]],Imagem:M0636.jpg,[[Imagem:M0636.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/China]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Oriental]][[Categoria:Classificação/Objetos Pessoais/Artigo de Tabagísmo]]
M-0637,[[Título::Incensário]],[[Autoria de::Autor desconhecido]],[[Datação::Século VII\IX]]/[[SubDatação::Tang]],[[Origem::China]],[[Material::Bronze]],[[Descrição::Em forma de pato.]],"[[Dimensões::49 x 35 x 20,6 cm ap.]]",[[Núcleo::Arte Oriental]],[[Classificação]]/[[Classificação::Objetos Cerimoniais ]]/[[SubClassificação:: Objetos de Culto]],Imagem:M0637.jpg,[[Imagem:M0637.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/China]][[Categoria:Data/Século VII\IX/Tang]][[Categoria:Núcleo/Arte Oriental]][[Categoria:Classificação/Objetos Cerimoniais/Objetos de Culto]]
M-0638,[[Título::mesa]],[[Autoria de::Autor desconhecido]],[[Datação::Século XVIII]],[[Origem::Brasil]]/[[SubOrigem::Maranhão]],[[Material::madeira cerejeira entalhada e encerada.]],"[[Descrição::Formato octogonal, usada como mesa de centro. Três placas laterais são posteriores.]]","[[Dimensões::135,5 x 123,0 x 49,0 cm]]",[[Núcleo::Mobiliário Brasileiro]],[[Classificação]]/[[Classificação::Interiores ]]/[[SubClassificação:: Peças de Mobiliário]],Imagem:M0638.jpg,[[Imagem:M0638.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/Brasil/Maranhão]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Mobiliário Brasileiro]][[Categoria:Classificação/Interiores/Peças de Mobiliário]]
M-0639,[[Título::escrivaninha]],[[Autoria de::Autor desconhecido]],[[Datação::Século XIX]],[[Origem::Itália]],[[Material::madeira encerada.]],[[Descrição::Com pés em forma de lira.]],"[[Dimensões::Fechada: 117,5 x 66 x 84,2 cm]]",[[Núcleo::Mobiliário Europeu]],[[Classificação]]/[[Classificação::Interiores ]]/[[SubClassificação:: Peças de Mobiliário]],Imagem:M0639.jpg,[[Imagem:M0639.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/Itália]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Mobiliário Europeu]][[Categoria:Classificação/Interiores/Peças de Mobiliário]]
M-0640,[[Título::jue - recipiente para aquecimento de vinho ritual]],[[Autoria de::Autor desconhecido]],[[Datação::c.Século XIV a.C. - SHANG]]/[[SubDatação:: período ANYANG]],[[Origem::China]],[[Material::Bronze]],[[Descrição::Sem descrição]],"[[Dimensões::23,2 x 17,3 x 10,5 cm aprox.]]",[[Núcleo::Arte Oriental]],[[Classificação]]/[[Classificação::Objetos Cerimoniais ]]/[[SubClassificação:: Objetos de Culto]],Imagem:M0640.jpg,[[Imagem:M0640.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/China]][[Categoria:Data/c.Século XIV a.C. - SHANG/período ANYANG]][[Categoria:Núcleo/Arte Oriental]][[Categoria:Classificação/Objetos Cerimoniais/Objetos de Culto]]
M-0641,[[Título::ding - recipiente  trípode]],[[Autoria de::Autor desconhecido]],[[Datação::Século XIII\XII a.C.]]/[[SubDatação::Shang]],[[Origem::China]],[[Material::Bronze.]],[[Descrição::Pés em forma de espátula.]],"[[Dimensões::33,7 h x 25,2 cm d. na borda]]",[[Núcleo::Arte Oriental]],[[Classificação]]/[[Classificação::Objetos Cerimoniais ]]/[[SubClassificação:: Objetos de Culto]],Imagem:M0641.jpg,[[Imagem:M0641.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/China]][[Categoria:Data/Século XIII\XII a.C./Shang]][[Categoria:Núcleo/Arte Oriental]][[Categoria:Classificação/Objetos Cerimoniais/Objetos de Culto]]
M-0642,"[[Título::charrete, passageiro e ajudante ]]",[[Autoria de::Autor desconhecido]],[[Datação::Século XX]],[[Origem::China]],[[Material::Granito com restos de policromia. ]],[[Descrição::Estilo Han]],"[[Dimensões::33,5 x 56,2 x 4,2 cm ap. ]]",[[Núcleo::Arte Oriental]],[[Classificação]]/[[Classificação::Artes Visuais ]]/[[SubClassificação:: Escultura]],Imagem:M0642.jpg,[[Imagem:M0642.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/China]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Oriental]][[Categoria:Classificação/Artes Visuais/Escultura]]
M-0643,[[Título::cachepô]],[[Autoria de::Autor desconhecido]],[[Datação::Século XX]],[[Origem::China]],[[Material::Porcelana grés celadon verde]],[[Descrição::Em forma de incensário. Com três pés.]],"[[Dimensões::25,6 d. x 22 cm]]",[[Núcleo::Arte Oriental]],[[Classificação]]/[[Classificação::Interiores ]]/[[SubClassificação:: Acessórios de Interiores]],Imagem:M0643.jpg,[[Imagem:M0643.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/China]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Oriental]][[Categoria:Classificação/Interiores/Acessórios de Interiores]]
M-0644,[[Título::you - Vaso ritualpara bebidas alcóolicas]],[[Autoria de::Autor desconhecido]],[[Datação::c.Século XI a.C. SHANG]],[[Origem::China]],[[Material::Bronze]],[[Descrição::Sem descrição]],"[[Dimensões::24,4 x 22,5 x 15,4 cm ap.]]",[[Núcleo::Arte Oriental]],[[Classificação]]/[[Classificação::Objetos Cerimoniais ]]/[[SubClassificação:: Objetos de Culto]],Imagem:M0644.jpg,[[Imagem:M0644.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/China]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Oriental]][[Categoria:Classificação/Objetos Cerimoniais/Objetos de Culto]]
M-0645,[[Título::Figura femimina \ Tanagra]],[[Autoria de::Autor desconhecido]],[[Datação::Século XIX]],[[Origem::Europa]],[[Material::terracota com resíduos de policromia]],"[[Descrição::Cópia realizada no Século XIX, período napoleônico.]]","[[Dimensões::15,7  x 10,9 x 7,2 cm]]",[[Núcleo::Antiguidade Clássica]],[[Classificação]]/[[Classificação::Artes Visuais ]]/[[SubClassificação:: Escultura]],Imagem:M0645.jpg,[[Imagem:M0645.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/Europa]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Antiguidade Clássica]][[Categoria:Classificação/Artes Visuais/Escultura]]
M-0646,[[Título::espelho de cabo]],[[Autoria de::Autor desconhecido]],[[Datação::Século IV a.C.(?)]],[[Origem::Etrúria(?)]],[[Material::Bronze]],[[Descrição::Provável composição de duas peças de épocas distintas]],"[[Dimensões::34,3 x 15,5 cm  d  (5,2 cm na base do cabo)]]",[[Núcleo::Antiguidade Clássica]],[[Classificação]]/[[Classificação::Objetos Pessoais ]]/[[SubClassificação:: Artigo de Toalete]],Imagem:M0646.jpg,[[Imagem:M0646.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/Etrúria(?)]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Antiguidade Clássica]][[Categoria:Classificação/Objetos Pessoais/Artigo de Toalete]]
M-0647,[[Título::console]],[[Autoria de::Autor desconhecido]],[[Datação::Século XX]],[[Origem::China]],[[Material::Madeira recortada e envernizada.]],[[Descrição::Tampo retangular.]],"[[Dimensões::184,5 x 43,5 x 79,5 cm ap.]]",[[Núcleo::Arte Oriental]],[[Classificação]]/[[Classificação::Interiores ]]/[[SubClassificação:: Peças de Mobiliário]],Imagem:M0647.jpg,[[Imagem:M0647.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/China]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Oriental]][[Categoria:Classificação/Interiores/Peças de Mobiliário]]
M-0648,[[Título::recipiente para óleo]],[[Autoria de::Autor desconhecido]],[[Datação::Século IX a.C.(?)]],[[Origem::Fenícia(?)]],[[Material::barro cozido?]],[[Descrição::Sem descrição]],"[[Dimensões::5,0 x 11, x 7,0 ap.]]",[[Núcleo::Antiguidade Clássica]],[[Classificação]]/[[Classificação::Objetos Cerimoniais ]]/[[SubClassificação:: Objetos de Culto]],Imagem:M0648.jpg,[[Imagem:M0648.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/Fenícia(?)]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Antiguidade Clássica]][[Categoria:Classificação/Objetos Cerimoniais/Objetos de Culto]]
M-0649,[[Título::mesa de jogo]],[[Autoria de::Autor desconhecido]],[[Datação::Século XIX]],[[Origem::Holanda]],"[[Material::Madeira com marchetaria, envernizada.]]","[[Descrição::Cinco peças (M-0649 a M-0652, M-0288). De abrir, com ambos os lados do tampo decorados com marchetaria.]]","[[Dimensões::Fechada: 74,3 x 37,2 x 77,5 cm          Aberta: 74,3 x 74,3 cm]]",[[Núcleo::Mobiliário Europeu]],[[Classificação]]/[[Classificação::Interiores ]]/[[SubClassificação:: Peças de Mobiliário]],Imagem:M0649.jpg,[[Imagem:M0649.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/Holanda]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Mobiliário Europeu]][[Categoria:Classificação/Interiores/Peças de Mobiliário]]
M-0650,[[Título::cadeira de braços]],[[Autoria de::Autor desconhecido]],[[Datação::Século XIX]],[[Origem::Holanda]],[[Material::Madeira com marchetaria; tecido de seda]],"[[Descrição::Cinco peças (M-0649 a M-0652, M-0288). ]]","[[Dimensões::56,9 x 61,5 x 90,0]]",[[Núcleo::Mobiliário Europeu]],[[Classificação]]/[[Classificação::Interiores ]]/[[SubClassificação:: Peças de Mobiliário]],Imagem:M0650.jpg,[[Imagem:M0650.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/Holanda]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Mobiliário Europeu]][[Categoria:Classificação/Interiores/Peças de Mobiliário]]
M-0651,[[Título::cadeira]],[[Autoria de::Autor desconhecido]],[[Datação::Século XIX]],[[Origem::Holanda]],"[[Material::Madeira com marchetaria, envernizada; tecido]]","[[Descrição::Cinco peças (M-0649 a M-0652, M-0288).]]","[[Dimensões::46,5 x 51,9 x 86,0]]",[[Núcleo::Mobiliário Europeu]],[[Classificação]]/[[Classificação::Interiores ]]/[[SubClassificação:: Peças de Mobiliário]],Imagem:M0651.jpg,[[Imagem:M0651.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/Holanda]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Mobiliário Europeu]][[Categoria:Classificação/Interiores/Peças de Mobiliário]]
M-0652,[[Título::Cadeira]],[[Autoria de::Autor desconhecido]],[[Datação::Século XIX]],[[Origem::Holanda]],[[Material::Madeira com marchetaria; tecido]],"[[Descrição::Cinco peças (M-0649 a M-0652, M-0288). ]]","[[Dimensões::45,9 x 50,5 x 85,5]]",[[Núcleo::Mobiliário Europeu]],[[Classificação]]/[[Classificação::Interiores ]]/[[SubClassificação:: Peças de Mobiliário]],Imagem:M0652.jpg,[[Imagem:M0652.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/Holanda]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Mobiliário Europeu]][[Categoria:Classificação/Interiores/Peças de Mobiliário]]
M-0653,[[Título::Lareira (frontão)]],[[Autoria de::Autor desconhecido]],[[Datação::Século XIX]],[[Origem::França]],[[Material::Mármore rosa esculpido.]],[[Descrição::Estilo Luis XV. Decorada com frisos e motivo de concha.]],"[[Dimensões::107,4 x 168,0 x 16,8]]",[[Núcleo::Núcleo desconhecido]],[[Classificação]]/[[Classificação::Interiores ]]/[[SubClassificação:: Condicionadores de Temperatura]],Imagem:M0653.jpg,[[Imagem:M0653.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/França]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Núcleo desconhecido]][[Categoria:Classificação/Interiores/Condicionadores de Temperatura]]
M-0654,[[Título::anjo]],[[Autoria de::Autor desconhecido]],[[Datação::Século XVIII]],[[Origem::Itália]],[[Material::madeira natural? entalhada.]],[[Descrição::Mão direita elevada.]],"[[Dimensões::117,0 x 75,0 x 40,0 cm ap.]]",[[Núcleo::Núcleo desconhecido]],[[Classificação]]/[[Classificação::Artes Visuais ]]/[[SubClassificação:: Escultura Religiosa]],Imagem:M0654.jpg,[[Imagem:M0654.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/Itália]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Núcleo desconhecido]][[Categoria:Classificação/Artes Visuais/Escultura Religiosa]]
"M-0655 ",[[Título::anjo]],[[Autoria de::Autor desconhecido]],[[Datação::Século XVIII]],[[Origem::Itália]],[[Material::Madeira natural entalhada.]],[[Descrição::Mão esquerda elevada.]],"[[Dimensões::120,0 x 85,0 x 54,0 cm]]",[[Núcleo::Núcleo desconhecido]],[[Classificação]]/[[Classificação::Artes Visuais ]]/[[SubClassificação:: Escultura Religiosa]],Imagem:M0655 .jpg,[[Imagem:M0655 .jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/Itália]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Núcleo desconhecido]][[Categoria:Classificação/Artes Visuais/Escultura Religiosa]]
M-0656,[[Título::figura de guardião - lokapala]],[[Autoria de::Autor desconhecido]],[[Datação::Século VIII]]/[[SubDatação::Tang]],[[Origem::China]],[[Material::Cerâmica em três cores.]],[[Descrição::Peça ôca. Cabeça e mãos em cerâmica natural.]],"[[Dimensões::78,3 x 32,5 x 16,5 cm ap.]]",[[Núcleo::Arte Oriental]],[[Classificação]]/[[Classificação::Artes Visuais ]]/[[SubClassificação:: Escultura Religiosa]],Imagem:M0656.jpg,[[Imagem:M0656.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/China]][[Categoria:Data/Século VIII/Tang]][[Categoria:Núcleo/Arte Oriental]][[Categoria:Classificação/Artes Visuais/Escultura Religiosa]]
M-0657,[[Título::figura de guardião - lokapala]],[[Autoria de::Autor desconhecido]],[[Datação::Século VIII]]/[[SubDatação::Tang]],[[Origem::China]],[[Material::Cerâmica em três cores.]],[[Descrição::Sem descrição]],"[[Dimensões::73,9 x 37,4 x 15,0 cm ap.]]",[[Núcleo::Arte Oriental]],[[Classificação]]/[[Classificação::Artes Visuais ]]/[[SubClassificação:: Escultura Religiosa]],Imagem:M0657.jpg,[[Imagem:M0657.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/China]][[Categoria:Data/Século VIII/Tang]][[Categoria:Núcleo/Arte Oriental]][[Categoria:Classificação/Artes Visuais/Escultura Religiosa]]
M-0658,[[Título::banco de igreja]],[[Autoria de::Autor desconhecido]],[[Datação::Século XIV]],[[Origem::França]],[[Material::Madeira entalhada e policromada.]],[[Descrição::Decorada com flores-de-liz. Banco com tampo de abrir.]],"[[Dimensões::344,0 x 57,0 x 282,7 cm ap.]]",[[Núcleo::Mobiliário Europeu]],[[Classificação]]/[[Classificação::Interiores ]]/[[SubClassificação:: Peças de Mobiliário]],Imagem:M0658.jpg,[[Imagem:M0658.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/França]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Mobiliário Europeu]][[Categoria:Classificação/Interiores/Peças de Mobiliário]]
M-0659,[[Título::Cavaleiro]],[[Autoria de::Autor desconhecido]],[[Datação::Século XVII]]/[[SubDatação::Ming]],[[Origem::China]],[[Material::Cerâmica pintada a frio.]],[[Descrição::Peça oca]],"[[Dimensões::20,0 x 33,4 x 10,0 ap.]]",[[Núcleo::Arte Oriental]],[[Classificação]]/[[Classificação::Artes Visuais ]]/[[SubClassificação:: Escultura]],Imagem:M0659.jpg,[[Imagem:M0659.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/China]][[Categoria:Data/Século XVII/Ming]][[Categoria:Núcleo/Arte Oriental]][[Categoria:Classificação/Artes Visuais/Escultura]]
M-0660,[[Título::biombo de mesa]],[[Autoria de::Autor desconhecido]],[[Datação::Século XIX\XX]],[[Origem::China]],[[Material::Cerâmica pintada em azul.]],[[Descrição::Sem descrição]],"[[Dimensões::28,0 d x 0,6cm - com suporte: 48,0 x 28,0 x 17,5cm]]",[[Núcleo::Arte Oriental]],[[Classificação]]/[[Classificação::Artes Visuais ]]/[[SubClassificação:: Escultura]],Imagem:M0660.jpg,[[Imagem:M0660.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/China]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Oriental]][[Categoria:Classificação/Artes Visuais/Escultura]]
M-0661,[[Título::cavalo]],[[Autoria de::Autor desconhecido]],[[Datação::Século XX]],[[Origem::China]],[[Material::Cerâmica pintada a frio.]],[[Descrição::Peça oca.]],"[[Dimensões::27,7 x 29,0 x 15,8]]",[[Núcleo::Arte Oriental]],[[Classificação]]/[[Classificação::Artes Visuais ]]/[[SubClassificação:: Escultura]],Imagem:M0661.jpg,[[Imagem:M0661.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/China]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Oriental]][[Categoria:Classificação/Artes Visuais/Escultura]]
M-0662,[[Título::candelabro de parede]],[[Autoria de::Autor desconhecido]],[[Datação::Século XIX]],[[Origem::França]],[[Material::Bronze dourado.]],[[Descrição::Para três velas.]],"[[Dimensões::43,7 x 29,0 x 22,0 cm]]",[[Núcleo::Núcleo desconhecido]],[[Classificação]]/[[Classificação::Interiores ]]/[[SubClassificação:: Objetos de Iluminação]],Imagem:M0662.jpg,[[Imagem:M0662.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/França]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Núcleo desconhecido]][[Categoria:Classificação/Interiores/Objetos de Iluminação]]
M-0663,[[Título::candelabro de parede]],[[Autoria de::Autor desconhecido]],[[Datação::Século XIX]],[[Origem::França]],[[Material::Bronze dourado.]],[[Descrição::Para três velas.]],"[[Dimensões::44,3 x 30,8 x 25,0 cm]]",[[Núcleo::Núcleo desconhecido]],[[Classificação]]/[[Classificação::Interiores ]]/[[SubClassificação:: Objetos de Iluminação]],Imagem:M0663.jpg,[[Imagem:M0663.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/França]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Núcleo desconhecido]][[Categoria:Classificação/Interiores/Objetos de Iluminação]]
M-0664,[[Título::prato]],[[Autoria de::Autor desconhecido]],[[Datação::Século XIX]],[[Origem::China]],[[Material::porcelana pintada em azul cobalto.]],[[Descrição::Sem descrição]],"[[Dimensões::29,9 d. x 4,5]]",[[Núcleo::Arte Oriental]],[[Classificação]]/[[Classificação::Interiores ]]/[[SubClassificação:: Utensílios de Cozinha\Mesa]],Imagem:M0664.jpg,[[Imagem:M0664.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/China]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Oriental]][[Categoria:Classificação/Interiores/Utensílios de Cozinha\Mesa]]
M-0665,[[Título::Prato]],[[Autoria de::Autor desconhecido]],[[Datação::Século XIX]],[[Origem::China]],[[Material::Porcelana pintada em azul cobalto]],[[Descrição::Sem descrição]],"[[Dimensões::29,3 d. x 4,8]]",[[Núcleo::Arte Oriental]],[[Classificação]]/[[Classificação::Interiores ]]/[[SubClassificação:: Utensílios de Cozinha\Mesa]],Imagem:M0665.jpg,[[Imagem:M0665.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/China]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Oriental]][[Categoria:Classificação/Interiores/Utensílios de Cozinha\Mesa]]
M-0666,[[Título::Cão de fo]],[[Autoria de::Autor desconhecido]],[[Datação::Século XVIII]],[[Origem::China]],"[[Material::Cerâmica pintada em azul cobalto, vidrada]]",[[Descrição::Sem descrição]],"[[Dimensões::13,2 x 26,7 x 18,1 cm]]",[[Núcleo::Arte Oriental]],[[Classificação]]/[[Classificação::Artes Visuais ]]/[[SubClassificação:: Escultura Religiosa]],Imagem:M0666.jpg,[[Imagem:M0666.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/China]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Oriental]][[Categoria:Classificação/Artes Visuais/Escultura Religiosa]]
M-0667,[[Título::recipiente]],[[Autoria de::Autor desconhecido]],[[Datação::Século XVII]],[[Origem::Pérsia]],[[Material::cerâmica policromada.]],"[[Descrição::Fundo em cor azul, decorado com motivos geométricos.]]","[[Dimensões::28,4 x 21,5cm d. (no corpo). Com suporte: 32h.]]",[[Núcleo::Arte Oriental]],[[Classificação]]/[[Embalagens\Recipientes?]],Imagem:M0667.jpg,[[Imagem:M0667.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/Pérsia]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Oriental]][[Categoria:Classificação/Embalagens\Recipientes?]]
M-0668,[[Título::GRUTA TAOíSTA COM DIVINDADES. MODELO DE ]],[[Autoria de::Autor desconhecido]],[[Datação::Século XVIII]],[[Origem::China]],"[[Material::Porcelana policromada, cores azul cobalto e espinafre]]",[[Descrição::Sem descrição]],"[[Dimensões::35,0 x 17,6 x 13,2cm (com pedestal)]]",[[Núcleo::Arte Oriental]],[[Classificação]]/[[Classificação::Artes Visuais ]]/[[SubClassificação:: Escultura Religiosa]],Imagem:M0668.jpg,[[Imagem:M0668.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/China]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Oriental]][[Categoria:Classificação/Artes Visuais/Escultura Religiosa]]
M-0669,[[Título::candelabro \ lustre]],[[Autoria de::Autor desconhecido]],[[Datação::Século XIX]],[[Origem::França]],[[Material::Bronze dourado.]],[[Descrição::Para oito velas. Adaptado para luz elétrica.]],[[Dimensões::Não averiguado.]],[[Núcleo::Núcleo desconhecido]],[[Classificação]]/[[Classificação::Interiores ]]/[[SubClassificação:: Objetos de Iluminação]],Imagem:M0669.jpg,[[Imagem:M0669.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/França]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Núcleo desconhecido]][[Categoria:Classificação/Interiores/Objetos de Iluminação]]
M-0670,[[Título::vaso]],[[Autoria de::Autor desconhecido]],[[Datação::Século XVIII]],[[Origem::França]],[[Material::Cerâmica pintada e vidrada. Fundo em vermelho profundo.]],[[Descrição::Par (M-0671). Adaptado para abajur.]],[[Dimensões::Dimensões desconhecidas]],[[Núcleo::Núcleo desconhecido]],[[Classificação]]/[[Classificação::Interiores ]]/[[SubClassificação:: Acessórios de Interiores]],Imagem:M0670.jpg,[[Imagem:M0670.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/França]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Núcleo desconhecido]][[Categoria:Classificação/Interiores/Acessórios de Interiores]]
M-0671,[[Título::vaso]],[[Autoria de::Autor desconhecido]],[[Datação::Século XVIII]],[[Origem::França]],"[[Material::cerâmica, pintada e vidrada. Fundo em vermelho profundo.]]",[[Descrição::Par (M-0670). Adaptado para abajur.]],[[Dimensões::Dimensões desconhecidas]],[[Núcleo::Núcleo desconhecido]],[[Classificação]]/[[Classificação::Interiores ]]/[[SubClassificação:: Acessórios de Interiores]],Imagem:M0671.jpg,[[Imagem:M0671.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/França]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Núcleo desconhecido]][[Categoria:Classificação/Interiores/Acessórios de Interiores]]
M-0672,[[Título::lustre]],[[Autoria de::Autor desconhecido]],[[Datação::Século XIX]],[[Origem::França]],[[Material::Bronze dourado; ferro?; cristais lapidados]],"[[Descrição::Para doze velas. Adaptado para luz elétrica. Estilo Luis XVI, com cristais transparentes e em cor lilás lapidados em forma de flor ou frutos suspensos por arame.]]",[[Dimensões::Dimensões desconhecidas]],[[Núcleo::Núcleo desconhecido]],[[Classificação]]/[[Classificação::Interiores ]]/[[SubClassificação:: Objetos de Iluminação]],Imagem:M0672.jpg,[[Imagem:M0672.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/França]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Núcleo desconhecido]][[Categoria:Classificação/Interiores/Objetos de Iluminação]]
